,drug,disease,label
204,447.0,79.0,1.0
205,514.0,269.0,1.0
206,161.0,309.0,1.0
207,500.0,133.0,1.0
208,619.0,241.0,1.0
209,577.0,99.0,1.0
210,587.0,131.0,1.0
211,65.0,320.0,1.0
212,72.0,135.0,1.0
213,227.0,239.0,1.0
214,171.0,196.0,1.0
215,486.0,259.0,1.0
216,462.0,331.0,1.0
217,186.0,99.0,1.0
218,568.0,134.0,1.0
219,86.0,49.0,1.0
220,598.0,208.0,1.0
221,486.0,357.0,1.0
222,592.0,84.0,1.0
223,482.0,405.0,1.0
224,493.0,243.0,1.0
225,105.0,390.0,1.0
226,340.0,358.0,1.0
227,159.0,149.0,1.0
228,496.0,149.0,1.0
229,356.0,117.0,1.0
230,71.0,404.0,1.0
231,95.0,65.0,1.0
232,500.0,376.0,1.0
233,72.0,390.0,1.0
234,413.0,199.0,1.0
235,372.0,325.0,1.0
236,120.0,311.0,1.0
237,484.0,166.0,1.0
238,602.0,222.0,1.0
239,142.0,9.0,1.0
240,446.0,362.0,1.0
241,596.0,65.0,1.0
242,189.0,174.0,1.0
243,161.0,136.0,1.0
244,248.0,67.0,1.0
245,477.0,405.0,1.0
246,135.0,89.0,1.0
247,154.0,247.0,1.0
248,142.0,369.0,1.0
249,292.0,29.0,1.0
250,387.0,335.0,1.0
251,461.0,386.0,1.0
252,490.0,408.0,1.0
253,591.0,124.0,1.0
254,268.0,100.0,1.0
255,461.0,81.0,1.0
256,643.0,1.0,1.0
257,307.0,251.0,1.0
258,267.0,389.0,1.0
259,183.0,124.0,1.0
260,141.0,36.0,1.0
261,18.0,281.0,1.0
262,561.0,405.0,1.0
263,459.0,147.0,1.0
264,90.0,224.0,1.0
265,339.0,308.0,1.0
266,633.0,335.0,1.0
267,148.0,135.0,1.0
268,478.0,18.0,1.0
269,400.0,401.0,1.0
270,13.0,285.0,1.0
271,2.0,107.0,1.0
272,87.0,197.0,1.0
273,145.0,344.0,1.0
274,363.0,328.0,1.0
275,471.0,376.0,1.0
276,12.0,310.0,1.0
277,453.0,272.0,1.0
278,596.0,114.0,1.0
279,8.0,173.0,1.0
280,622.0,244.0,1.0
281,490.0,342.0,1.0
282,44.0,157.0,1.0
283,214.0,94.0,1.0
284,19.0,283.0,1.0
285,248.0,81.0,1.0
286,353.0,197.0,1.0
287,328.0,347.0,1.0
288,247.0,392.0,1.0
289,275.0,106.0,1.0
290,407.0,316.0,1.0
291,218.0,99.0,1.0
292,153.0,26.0,1.0
293,209.0,18.0,1.0
294,14.0,94.0,1.0
295,652.0,358.0,1.0
296,287.0,199.0,1.0
297,460.0,62.0,1.0
298,613.0,199.0,1.0
299,72.0,364.0,1.0
300,124.0,331.0,1.0
301,273.0,132.0,1.0
302,377.0,9.0,1.0
303,64.0,149.0,1.0
304,145.0,370.0,1.0
305,275.0,5.0,1.0
306,358.0,199.0,1.0
307,464.0,182.0,1.0
308,323.0,161.0,1.0
309,248.0,159.0,1.0
310,625.0,371.0,1.0
311,510.0,297.0,1.0
312,5.0,73.0,1.0
313,486.0,370.0,1.0
314,588.0,136.0,1.0
315,312.0,311.0,1.0
316,93.0,60.0,1.0
317,637.0,280.0,1.0
318,402.0,405.0,1.0
319,29.0,164.0,1.0
320,430.0,117.0,1.0
321,254.0,136.0,1.0
322,307.0,316.0,1.0
323,575.0,140.0,1.0
324,270.0,149.0,1.0
325,450.0,331.0,1.0
326,572.0,112.0,1.0
327,166.0,135.0,1.0
328,241.0,65.0,1.0
329,430.0,355.0,1.0
330,14.0,268.0,1.0
331,166.0,309.0,1.0
332,542.0,76.0,1.0
333,370.0,124.0,1.0
334,517.0,190.0,1.0
335,172.0,305.0,1.0
336,299.0,88.0,1.0
337,318.0,153.0,1.0
338,511.0,362.0,1.0
339,387.0,298.0,1.0
340,413.0,352.0,1.0
341,94.0,168.0,1.0
342,485.0,404.0,1.0
343,290.0,67.0,1.0
344,251.0,314.0,1.0
345,623.0,99.0,1.0
346,29.0,47.0,1.0
347,245.0,289.0,1.0
348,570.0,162.0,1.0
349,275.0,154.0,1.0
350,287.0,240.0,1.0
351,67.0,359.0,1.0
352,540.0,371.0,1.0
353,85.0,318.0,1.0
354,309.0,117.0,1.0
355,399.0,153.0,1.0
356,559.0,135.0,1.0
357,387.0,280.0,1.0
358,202.0,8.0,1.0
359,560.0,38.0,1.0
360,455.0,259.0,1.0
361,217.0,196.0,1.0
362,551.0,312.0,1.0
363,200.0,334.0,1.0
364,375.0,371.0,1.0
365,12.0,130.0,1.0
366,171.0,251.0,1.0
367,583.0,101.0,1.0
368,193.0,243.0,1.0
369,60.0,89.0,1.0
370,488.0,247.0,1.0
371,346.0,358.0,1.0
372,190.0,73.0,1.0
373,75.0,117.0,1.0
374,464.0,405.0,1.0
375,251.0,18.0,1.0
376,400.0,145.0,1.0
377,358.0,273.0,1.0
378,377.0,391.0,1.0
379,162.0,40.0,1.0
380,238.0,149.0,1.0
381,368.0,188.0,1.0
382,413.0,228.0,1.0
383,587.0,358.0,1.0
384,203.0,41.0,1.0
385,268.0,147.0,1.0
386,169.0,394.0,1.0
387,502.0,61.0,1.0
388,455.0,134.0,1.0
389,651.0,347.0,1.0
390,227.0,247.0,1.0
391,656.0,202.0,1.0
392,643.0,390.0,1.0
393,61.0,44.0,1.0
394,275.0,208.0,1.0
395,313.0,3.0,1.0
396,429.0,392.0,1.0
397,206.0,99.0,1.0
398,455.0,357.0,1.0
399,275.0,229.0,1.0
400,235.0,280.0,1.0
401,145.0,135.0,1.0
402,464.0,316.0,1.0
403,292.0,404.0,1.0
404,255.0,146.0,1.0
405,105.0,259.0,1.0
406,587.0,156.0,1.0
407,436.0,396.0,1.0
408,78.0,183.0,1.0
409,99.0,354.0,1.0
410,397.0,251.0,1.0
411,103.0,379.0,1.0
412,356.0,89.0,1.0
413,297.0,10.0,1.0
414,19.0,369.0,1.0
415,118.0,100.0,1.0
416,482.0,40.0,1.0
417,204.0,124.0,1.0
418,369.0,69.0,1.0
419,305.0,138.0,1.0
420,625.0,359.0,1.0
421,143.0,188.0,1.0
422,383.0,89.0,1.0
423,154.0,280.0,1.0
424,275.0,97.0,1.0
425,397.0,196.0,1.0
426,574.0,17.0,1.0
427,288.0,68.0,1.0
428,40.0,73.0,1.0
429,566.0,144.0,1.0
430,71.0,382.0,1.0
431,439.0,73.0,1.0
432,85.0,40.0,1.0
433,1.0,323.0,1.0
434,569.0,397.0,1.0
435,150.0,362.0,1.0
436,252.0,392.0,1.0
437,610.0,181.0,1.0
438,388.0,73.0,1.0
439,587.0,362.0,1.0
440,275.0,178.0,1.0
441,369.0,199.0,1.0
442,253.0,362.0,1.0
443,166.0,163.0,1.0
444,25.0,405.0,1.0
445,241.0,239.0,1.0
446,500.0,128.0,1.0
447,179.0,69.0,1.0
448,157.0,371.0,1.0
449,607.0,88.0,1.0
450,290.0,88.0,1.0
451,412.0,404.0,1.0
452,119.0,382.0,1.0
453,654.0,362.0,1.0
454,571.0,19.0,1.0
455,588.0,344.0,1.0
456,477.0,124.0,1.0
457,145.0,259.0,1.0
458,369.0,98.0,1.0
459,152.0,297.0,1.0
460,317.0,183.0,1.0
461,499.0,40.0,1.0
462,199.0,403.0,1.0
463,422.0,298.0,1.0
464,462.0,274.0,1.0
465,161.0,134.0,1.0
466,148.0,364.0,1.0
467,307.0,188.0,1.0
468,525.0,146.0,1.0
469,411.0,396.0,1.0
470,430.0,13.0,1.0
471,659.0,367.0,1.0
472,341.0,237.0,1.0
473,414.0,318.0,1.0
474,163.0,393.0,1.0
475,502.0,94.0,1.0
476,369.0,234.0,1.0
477,351.0,184.0,1.0
478,435.0,379.0,1.0
479,29.0,160.0,1.0
480,23.0,328.0,1.0
481,19.0,9.0,1.0
482,268.0,139.0,1.0
483,384.0,280.0,1.0
484,411.0,99.0,1.0
485,251.0,298.0,1.0
486,559.0,370.0,1.0
487,227.0,272.0,1.0
488,391.0,332.0,1.0
489,90.0,113.0,1.0
490,576.0,198.0,1.0
491,109.0,117.0,1.0
492,141.0,146.0,1.0
493,268.0,359.0,1.0
494,331.0,37.0,1.0
495,423.0,238.0,1.0
496,606.0,367.0,1.0
497,88.0,69.0,1.0
498,230.0,243.0,1.0
499,455.0,390.0,1.0
500,556.0,239.0,1.0
501,146.0,100.0,1.0
502,356.0,243.0,1.0
503,603.0,43.0,1.0
504,389.0,298.0,1.0
505,252.0,128.0,1.0
506,176.0,224.0,1.0
507,262.0,18.0,1.0
508,35.0,267.0,1.0
509,603.0,318.0,1.0
510,315.0,136.0,1.0
511,192.0,322.0,1.0
512,550.0,124.0,1.0
513,103.0,117.0,1.0
514,152.0,100.0,1.0
515,102.0,89.0,1.0
516,437.0,351.0,1.0
517,138.0,135.0,1.0
518,297.0,369.0,1.0
519,621.0,128.0,1.0
520,305.0,219.0,1.0
521,47.0,163.0,1.0
522,101.0,99.0,1.0
523,352.0,378.0,1.0
524,277.0,100.0,1.0
525,275.0,78.0,1.0
526,555.0,345.0,1.0
527,117.0,347.0,1.0
528,7.0,230.0,1.0
529,305.0,124.0,1.0
530,247.0,128.0,1.0
531,581.0,278.0,1.0
532,345.0,89.0,1.0
533,551.0,135.0,1.0
534,454.0,124.0,1.0
535,356.0,73.0,1.0
536,369.0,316.0,1.0
537,462.0,65.0,1.0
538,332.0,358.0,1.0
539,516.0,80.0,1.0
540,571.0,272.0,1.0
541,95.0,20.0,1.0
542,296.0,41.0,1.0
543,14.0,232.0,1.0
544,222.0,8.0,1.0
545,184.0,76.0,1.0
546,290.0,124.0,1.0
547,342.0,279.0,1.0
548,533.0,43.0,1.0
549,205.0,344.0,1.0
550,351.0,293.0,1.0
551,607.0,405.0,1.0
552,609.0,322.0,1.0
553,109.0,56.0,1.0
554,500.0,73.0,1.0
555,101.0,396.0,1.0
556,178.0,163.0,1.0
557,86.0,133.0,1.0
558,390.0,358.0,1.0
559,99.0,8.0,1.0
560,61.0,105.0,1.0
561,375.0,359.0,1.0
562,574.0,99.0,1.0
563,569.0,293.0,1.0
564,152.0,267.0,1.0
565,329.0,183.0,1.0
566,94.0,48.0,1.0
567,127.0,99.0,1.0
568,72.0,259.0,1.0
569,163.0,254.0,1.0
570,113.0,149.0,1.0
571,377.0,408.0,1.0
572,70.0,272.0,1.0
573,75.0,303.0,1.0
574,241.0,245.0,1.0
575,455.0,391.0,1.0
576,42.0,404.0,1.0
577,131.0,18.0,1.0
578,184.0,133.0,1.0
579,564.0,124.0,1.0
580,223.0,183.0,1.0
581,334.0,99.0,1.0
582,260.0,405.0,1.0
583,50.0,377.0,1.0
584,241.0,218.0,1.0
585,244.0,156.0,1.0
586,645.0,365.0,1.0
587,559.0,344.0,1.0
588,387.0,402.0,1.0
589,478.0,167.0,1.0
590,413.0,293.0,1.0
591,119.0,404.0,1.0
592,561.0,124.0,1.0
593,172.0,340.0,1.0
594,116.0,314.0,1.0
595,254.0,312.0,1.0
596,41.0,124.0,1.0
597,454.0,94.0,1.0
598,145.0,37.0,1.0
599,248.0,76.0,1.0
600,253.0,371.0,1.0
601,417.0,117.0,1.0
602,69.0,190.0,1.0
603,521.0,359.0,1.0
604,627.0,123.0,1.0
605,86.0,378.0,1.0
606,14.0,301.0,1.0
607,551.0,174.0,1.0
608,649.0,148.0,1.0
609,170.0,366.0,1.0
610,14.0,93.0,1.0
611,448.0,328.0,1.0
612,614.0,149.0,1.0
613,387.0,97.0,1.0
614,321.0,401.0,1.0
615,109.0,346.0,1.0
616,402.0,94.0,1.0
617,174.0,24.0,1.0
618,529.0,40.0,1.0
619,354.0,73.0,1.0
620,660.0,399.0,1.0
621,569.0,386.0,1.0
622,50.0,117.0,1.0
623,171.0,405.0,1.0
624,462.0,280.0,1.0
625,343.0,358.0,1.0
626,260.0,118.0,1.0
627,574.0,8.0,1.0
628,292.0,405.0,1.0
629,21.0,209.0,1.0
630,559.0,134.0,1.0
631,238.0,199.0,1.0
632,368.0,322.0,1.0
633,576.0,336.0,1.0
634,217.0,124.0,1.0
635,463.0,379.0,1.0
636,470.0,399.0,1.0
637,263.0,181.0,1.0
638,1.0,299.0,1.0
639,440.0,124.0,1.0
640,617.0,135.0,1.0
641,84.0,371.0,1.0
642,503.0,362.0,1.0
643,473.0,106.0,1.0
644,53.0,318.0,1.0
645,451.0,322.0,1.0
646,30.0,361.0,1.0
647,149.0,36.0,1.0
648,353.0,24.0,1.0
649,293.0,358.0,1.0
650,226.0,99.0,1.0
651,305.0,112.0,1.0
652,225.0,89.0,1.0
653,176.0,239.0,1.0
654,303.0,243.0,1.0
655,247.0,376.0,1.0
656,367.0,56.0,1.0
657,587.0,196.0,1.0
658,254.0,370.0,1.0
659,228.0,94.0,1.0
660,351.0,313.0,1.0
661,360.0,124.0,1.0
662,115.0,359.0,1.0
663,382.0,114.0,1.0
664,36.0,128.0,1.0
665,542.0,133.0,1.0
666,506.0,89.0,1.0
667,307.0,177.0,1.0
668,504.0,16.0,1.0
669,579.0,183.0,1.0
670,330.0,15.0,1.0
671,97.0,382.0,1.0
672,170.0,371.0,1.0
673,349.0,280.0,1.0
674,142.0,391.0,1.0
675,169.0,89.0,1.0
676,452.0,11.0,1.0
677,438.0,20.0,1.0
678,358.0,52.0,1.0
679,480.0,405.0,1.0
680,631.0,267.0,1.0
681,164.0,196.0,1.0
682,90.0,272.0,1.0
683,546.0,405.0,1.0
684,661.0,371.0,1.0
685,226.0,323.0,1.0
686,426.0,38.0,1.0
687,9.0,93.0,1.0
688,241.0,224.0,1.0
689,526.0,28.0,1.0
690,26.0,405.0,1.0
691,387.0,107.0,1.0
692,238.0,365.0,1.0
693,275.0,402.0,1.0
694,150.0,183.0,1.0
695,595.0,347.0,1.0
696,518.0,65.0,1.0
697,87.0,144.0,1.0
698,208.0,392.0,1.0
699,53.0,41.0,1.0
700,307.0,124.0,1.0
701,294.0,334.0,1.0
702,268.0,102.0,1.0
703,662.0,333.0,1.0
704,507.0,83.0,1.0
705,152.0,396.0,1.0
706,83.0,247.0,1.0
707,471.0,181.0,1.0
708,203.0,318.0,1.0
709,145.0,136.0,1.0
710,430.0,73.0,1.0
711,613.0,228.0,1.0
712,161.0,370.0,1.0
713,88.0,124.0,1.0
714,348.0,166.0,1.0
715,84.0,359.0,1.0
716,140.0,209.0,1.0
717,78.0,322.0,1.0
718,402.0,316.0,1.0
719,579.0,322.0,1.0
720,119.0,146.0,1.0
721,525.0,405.0,1.0
722,493.0,99.0,1.0
723,72.0,309.0,1.0
724,631.0,332.0,1.0
725,397.0,188.0,1.0
726,318.0,168.0,1.0
727,240.0,124.0,1.0
728,114.0,21.0,1.0
729,422.0,18.0,1.0
730,107.0,405.0,1.0
731,461.0,127.0,1.0
732,210.0,152.0,1.0
733,447.0,83.0,1.0
734,375.0,358.0,1.0
735,88.0,334.0,1.0
736,152.0,332.0,1.0
737,186.0,73.0,1.0
738,9.0,283.0,1.0
739,571.0,239.0,1.0
740,552.0,225.0,1.0
741,608.0,73.0,1.0
742,101.0,89.0,1.0
743,489.0,252.0,1.0
744,365.0,134.0,1.0
745,552.0,398.0,1.0
746,34.0,134.0,1.0
747,93.0,58.0,1.0
748,420.0,122.0,1.0
749,248.0,7.0,1.0
750,280.0,79.0,1.0
751,519.0,49.0,1.0
752,462.0,247.0,1.0
753,449.0,168.0,1.0
754,546.0,174.0,1.0
755,260.0,124.0,1.0
756,546.0,124.0,1.0
757,5.0,376.0,1.0
758,358.0,293.0,1.0
759,650.0,358.0,1.0
760,314.0,181.0,1.0
761,138.0,134.0,1.0
762,593.0,125.0,1.0
763,192.0,188.0,1.0
764,430.0,107.0,1.0
765,570.0,163.0,1.0
766,199.0,73.0,1.0
767,163.0,215.0,1.0
768,230.0,244.0,1.0
769,191.0,16.0,1.0
770,319.0,358.0,1.0
771,413.0,162.0,1.0
772,274.0,239.0,1.0
773,205.0,309.0,1.0
774,383.0,371.0,1.0
775,387.0,316.0,1.0
776,402.0,177.0,1.0
777,429.0,128.0,1.0
778,271.0,197.0,1.0
779,650.0,347.0,1.0
780,71.0,118.0,1.0
781,241.0,277.0,1.0
782,288.0,124.0,1.0
783,166.0,344.0,1.0
784,268.0,107.0,1.0
785,244.0,280.0,1.0
786,145.0,309.0,1.0
787,321.0,124.0,1.0
788,450.0,351.0,1.0
789,591.0,156.0,1.0
790,166.0,261.0,1.0
791,70.0,247.0,1.0
792,316.0,243.0,1.0
793,455.0,354.0,1.0
794,529.0,43.0,1.0
795,360.0,405.0,1.0
796,122.0,8.0,1.0
797,72.0,37.0,1.0
798,292.0,28.0,1.0
799,271.0,24.0,1.0
800,404.0,89.0,1.0
801,314.0,4.0,1.0
802,54.0,124.0,1.0
803,242.0,8.0,1.0
804,438.0,257.0,1.0
805,339.0,328.0,1.0
806,104.0,243.0,1.0
807,170.0,149.0,1.0
808,455.0,9.0,1.0
809,241.0,20.0,1.0
810,28.0,183.0,1.0
811,324.0,40.0,1.0
812,464.0,3.0,1.0
813,640.0,21.0,1.0
814,248.0,325.0,1.0
815,237.0,181.0,1.0
816,519.0,125.0,1.0
817,587.0,38.0,1.0
818,19.0,408.0,1.0
819,511.0,347.0,1.0
820,474.0,271.0,1.0
821,19.0,214.0,1.0
822,49.0,125.0,1.0
823,77.0,331.0,1.0
824,294.0,100.0,1.0
825,194.0,7.0,1.0
826,485.0,382.0,1.0
827,287.0,161.0,1.0
828,37.0,68.0,1.0
829,400.0,124.0,1.0
830,625.0,362.0,1.0
831,340.0,347.0,1.0
832,535.0,382.0,1.0
833,295.0,117.0,1.0
834,122.0,124.0,1.0
835,87.0,3.0,1.0
836,24.0,133.0,1.0
837,581.0,219.0,1.0
838,502.0,301.0,1.0
839,468.0,155.0,1.0
840,193.0,149.0,1.0
841,185.0,108.0,1.0
842,75.0,289.0,1.0
843,14.0,258.0,1.0
844,139.0,28.0,1.0
845,576.0,325.0,1.0
846,628.0,396.0,1.0
847,327.0,314.0,1.0
848,275.0,38.0,1.0
849,188.0,302.0,1.0
850,83.0,129.0,1.0
851,462.0,158.0,1.0
852,281.0,280.0,1.0
853,96.0,280.0,1.0
854,566.0,329.0,1.0
855,70.0,70.0,1.0
856,241.0,222.0,1.0
857,468.0,265.0,1.0
858,449.0,351.0,1.0
859,241.0,350.0,1.0
860,540.0,359.0,1.0
861,467.0,322.0,1.0
862,398.0,94.0,1.0
863,199.0,392.0,1.0
864,351.0,199.0,1.0
865,183.0,119.0,1.0
866,318.0,3.0,1.0
867,458.0,12.0,1.0
868,340.0,351.0,1.0
869,109.0,55.0,1.0
870,146.0,69.0,1.0
871,377.0,37.0,1.0
872,147.0,382.0,1.0
873,567.0,146.0,1.0
874,490.0,37.0,1.0
875,14.0,61.0,1.0
876,466.0,99.0,1.0
877,24.0,378.0,1.0
878,533.0,41.0,1.0
879,470.0,246.0,1.0
880,588.0,1.0,1.0
881,40.0,99.0,1.0
882,48.0,94.0,1.0
883,633.0,402.0,1.0
884,430.0,99.0,1.0
885,307.0,405.0,1.0
886,395.0,358.0,1.0
887,153.0,360.0,1.0
888,245.0,138.0,1.0
889,284.0,257.0,1.0
890,394.0,183.0,1.0
891,578.0,271.0,1.0
892,655.0,11.0,1.0
893,81.0,28.0,1.0
894,390.0,362.0,1.0
895,146.0,68.0,1.0
896,195.0,127.0,1.0
897,110.0,40.0,1.0
898,135.0,174.0,1.0
899,328.0,359.0,1.0
900,551.0,117.0,1.0
901,502.0,268.0,1.0
902,199.0,63.0,1.0
903,414.0,40.0,1.0
904,457.0,376.0,1.0
905,515.0,80.0,1.0
906,118.0,358.0,1.0
907,161.0,135.0,1.0
908,483.0,280.0,1.0
909,198.0,3.0,1.0
910,611.0,228.0,1.0
911,634.0,362.0,1.0
912,587.0,147.0,1.0
913,491.0,235.0,1.0
914,136.0,289.0,1.0
915,490.0,10.0,1.0
916,184.0,99.0,1.0
917,590.0,149.0,1.0
918,493.0,181.0,1.0
919,373.0,149.0,1.0
920,522.0,190.0,1.0
921,99.0,199.0,1.0
922,461.0,273.0,1.0
923,80.0,71.0,1.0
924,261.0,3.0,1.0
925,651.0,362.0,1.0
926,284.0,25.0,1.0
927,505.0,105.0,1.0
928,99.0,149.0,1.0
929,140.0,195.0,1.0
930,393.0,69.0,1.0
931,514.0,88.0,1.0
932,599.0,294.0,1.0
933,567.0,316.0,1.0
934,436.0,99.0,1.0
935,336.0,228.0,1.0
936,76.0,124.0,1.0
937,581.0,112.0,1.0
938,486.0,391.0,1.0
939,154.0,341.0,1.0
940,166.0,259.0,1.0
941,9.0,94.0,1.0
942,493.0,350.0,1.0
943,142.0,408.0,1.0
944,519.0,243.0,1.0
945,110.0,153.0,1.0
946,413.0,273.0,1.0
947,107.0,124.0,1.0
948,214.0,221.0,1.0
949,142.0,357.0,1.0
950,166.0,364.0,1.0
951,209.0,267.0,1.0
952,560.0,27.0,1.0
953,34.0,135.0,1.0
954,116.0,163.0,1.0
955,49.0,133.0,1.0
956,72.0,134.0,1.0
957,587.0,316.0,1.0
958,63.0,135.0,1.0
959,353.0,3.0,1.0
960,543.0,267.0,1.0
961,455.0,344.0,1.0
962,630.0,332.0,1.0
963,387.0,5.0,1.0
964,648.0,11.0,1.0
965,471.0,128.0,1.0
966,652.0,347.0,1.0
967,146.0,396.0,1.0
968,263.0,73.0,1.0
969,546.0,311.0,1.0
970,168.0,224.0,1.0
971,468.0,113.0,1.0
972,275.0,44.0,1.0
973,358.0,387.0,1.0
974,19.0,354.0,1.0
975,499.0,318.0,1.0
976,415.0,134.0,1.0
977,43.0,124.0,1.0
978,444.0,124.0,1.0
979,160.0,41.0,1.0
980,212.0,89.0,1.0
981,535.0,405.0,1.0
982,258.0,124.0,1.0
983,70.0,280.0,1.0
984,377.0,357.0,1.0
985,247.0,181.0,1.0
986,324.0,43.0,1.0
987,552.0,212.0,1.0
988,394.0,322.0,1.0
989,111.0,183.0,1.0
990,47.0,18.0,1.0
991,267.0,280.0,1.0
992,662.0,326.0,1.0
993,260.0,138.0,1.0
994,356.0,103.0,1.0
995,93.0,57.0,1.0
996,310.0,108.0,1.0
997,238.0,0.0,1.0
